unit_id,unit_name,unit_type,parameter_count,global_config_parameters,runtime_parameters,ui_note
STATE-008,跨局比分、认知和 episode 状态继承,状态管理,36,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-009,决策请求上下文与生命周期,状态管理,16,GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-010,GP/RP/Profile 注册与生命周期,状态管理,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-011,牌墙构建、洗牌与初始发牌,状态管理,0,NONE,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-012,策略超时、崩溃与合法默认动作回退,状态管理,9,GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
SCORE-001,分数账本分层与守恒,计分,12,GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置,RP-022 牌局阶段 | RP-023 候选行动集合,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
SCORE-002,自摸、点炮与抢杠胡计分,计分,37,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
SCORE-003,明/暗/补杠与呼叫转移计分,计分,37,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
SCORE-004,花猪、查大叫与退税终局调整,计分,37,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
SCORE-005,封顶、互斥和转移结算顺序,计分,37,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
SCORE-006,单局总分、整场累计与排名,计分,37,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-001,复用生产规则的训练包装,训练接口,4,GP-003 整场游戏配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-002,Observation v2 编码,训练接口,10,GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-003,固定动作 codec 与 legal mask,训练接口,2,NONE,RP-022 牌局阶段 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-004,非法训练动作处理契约,训练接口,2,NONE,RP-022 牌局阶段 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-005,真实得分与可见势能奖励契约,训练接口,3,NONE,RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-006,单 learner reset/step/mask/clone/restore,训练接口,9,NONE,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-007,多玩家 ActionMap 与自博弈调度,训练接口,7,GP-003 整场游戏配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置,RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-008,离线 BC 与回放 RL 数据消费,训练接口,3,GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
TRAIN-009,房规、profile 与行为域随机化,训练接口,3,GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-001,全原子规则事件日志,日志审计,11,GP-004 牌组配置 | GP-021 信息可见性配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-002,AI 决策解释日志,日志审计,17,GP-004 牌组配置 | GP-021 信息可见性配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-003,canonical hash 链与篡改检测,日志审计,10,GP-004 牌组配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-004,同配置/seed/事件的确定性回放,日志审计,27,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-005,每事件强制不变量执行,日志审计,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-006,直接规则与接口测试证据门禁,日志审计,0,NONE,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-007,属性式生成、缩减与不变量证据,日志审计,0,NONE,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-008,锁定来源逐章 golden-case 对照,日志审计,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-009,工程与行为回归指标,日志审计,4,NONE,RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-010,来源→参数→实现→测试全链追踪,日志审计,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-011,版本、迁移与发布物完整性,日志审计,27,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-012,强度、真人相似和学习效果外部评价,日志审计,4,NONE,RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-013,模块依赖、接口与信息流架构契约,日志审计,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
AUDIT-014,证据数据保留、脱敏与新鲜度管理,日志审计,9,NONE,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
