parameter_id,parameter_name,scope,data_type_and_range,lifecycle_or_update,visibility,authoritative_source,source_section,source_sha256,consumer_unit_ids,boundary_test_ids,authority_note
RP-012,存活玩家与胡牌状态,round_dynamic,活动玩家集合大小1—4；胡牌顺序0—3；\(Active_t=Active_{t-1}\setminus Winners_t\)。每名新赢家的胡牌序号为此前已胡人数加1；一炮多响按同一事件记录相同时间但独立序号或平台并列规则。,任一玩家胡牌后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-013,当前事件,round_dynamic,"单事件结构体；类型枚举；\(Event_t=(type,actor,tile,source,timestamp,publicPayload)\)。类型只能为`deal`、`exchange`、`dingque`、`draw`、`discard`、`peng`、`gang`、`hu`、`settlement`或平台已注册扩展。",每个操作事件创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-014,合法行动与响应窗口,round_dynamic,"合法行动集合；大小1—20；截止时间戳；\(Legal_t=RuleEngine(State_t,[GP\text{-}002\ldots GP\text{-}022])\)。候选集必须满足\(Candidates_t\subseteq Legal_t\)。",每次需要决策时创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-015,过胡与权限状态,round_dynamic,状态枚举；状态为`free`、`passed_hu_locked`、`value_limited`或`forced_hu`。状态转移由[GP-009](#gp-009)定义：过胡事件进入锁定态，规定的自摸或价值变化事件恢复为`free`。,放弃胡牌或恢复事件后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-016,手牌结构状态,round_dynamic,"结构体；向听数-1—13；组合数0—4；对子数0—7；结构质量0—1；对每个允许牌型\(k\)计算向听数\(S_k(H_t,Melds_t)\)，总体向听\(S_t=\min_k S_k\)。胡牌时\(S_t=-1\)，听牌时\(S_t=0\)。结构质量由有效搭子、对子用途和重叠结构归一化到0—1。",摸打、碰杠、方向变化后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-017,当前做牌计划,round_dynamic,"方向枚举及置信度0—1；主计划1个；备选计划0—3个；对方向\(d\)：\(C_t(d)=\operatorname{Normalize}((1-\alpha_d)C_{t-1}(d)+\alpha_dE_t(d))\)，\(\alpha_d\in[0,1]\)来自[GP-026](#gp-026)，\(E_t(d)\in[0,1]\)为本轮证据。最高置信方向为主方向，但受规则中的观察、确定和放弃阈值约束。",定缺后创建，每次复核后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-018,听牌与活牌状态,round_dynamic,"等待集合0—27种；单牌未见数0—4；总活牌0—108；概率0—1；对等待牌\(x\)，\(Live_t(x)=\max(0,4-V_t(x))\)。总活牌\(L_t=\sum_{x\in Wait_t}Live_t(x)\)。若\(L_t=0\)，则`dead_wait=true`。下一次从未知牌中获得任一等待牌的近似概率为\(P_{next}=\frac{L_t}{\sum_xU_t(x)}\)。",手牌和可见牌变化后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-009|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|RULE-014|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-009-B01|T-HEUR-015-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-RULE-014-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-019,对手推测状态,round_dynamic,每名对手的假设概率分布；各概率0—1且和为1；对假设\(h\)和新公开证据\(e_t\)：\(P_t(h)=\frac{P(e_t\mid h)P_{t-1}(h)}{\sum_jP(e_t\mid h_j)P_{t-1}(h_j)+\varepsilon}\)。证据似然只能由公开行为模型产生。,对手公开行为后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-002|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-007|HEUR-010|HEUR-014|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010,T-ALGO-001-B01|T-ALGO-002-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-007-B01|T-HEUR-010-B01|T-HEUR-014-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-009-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-020,威胁与安全状态,round_dynamic,"每名对手、每种牌的风险0—1；综合风险0—1；\(R_t(p,x)=P_t(p\text{已听})\times P_t(x\text{为其等待}\mid p\text{已听})\times LossNorm_t(p)\)。多家综合风险\(R_t(x)=1-\prod_{p\in Active_t,p\ne self}(1-R_t(p,x))\)。",公开信息和局势变化后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-007|HEUR-010|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-007-B01|T-HEUR-010-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-009-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-021,剩余机会状态,round_dynamic,剩余摸牌次数0—108；时间压力0—1；若轮转稳定，自己的近似剩余摸牌数\(N_t^{self}=\left\lceil\frac{W_t-offset_t}{\lvert Active_t\rvert}\right\rceil\)，其中\(offset_t\)为轮到自己前的活动玩家数。碰杠和胡牌后按新顺序重新计算。时间压力\(Pressure_t=1-\frac{N_t^{self}}{N_{start}^{self}+\varepsilon}\)。,轮次、碰杠、胡牌后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-007|HEUR-009|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-014|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-007-B01|T-HEUR-009-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-014-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-009-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-022,牌局阶段,round_dynamic,枚举；阶段强度0—1；剩余比例\(q_t=W_t/W_{start}\)。默认：\(q_t>0.70\)为`early`，\(0.35<q_t\le0.70\)为`middle`，\(0.10<q_t\le0.35\)为`late`，\(q_t\le0.10\)为`endgame`。阈值可在[GP-026](#gp-026)内调整，但必须单调。,随轮次和玩家状态更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-008|HEUR-009|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|SCORE-001|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010|TRAIN-003|TRAIN-004,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-008-B01|T-HEUR-009-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-SCORE-001-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-009-B01|T-STATE-010-B01|T-TRAIN-003-B01|T-TRAIN-004-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-023,候选行动集合,round_dynamic,"候选集合；数量1—[GP-026](#gp-026)最大候选数；\(Candidates_t=Prune(Legal_t,Plan_t,Attention_t,Profile)\)。必须保留所有规则强制行动；其余按显著度排序截取前\(K\)项，\(K\)由水平和局面复杂度在配置范围内确定。",每次决策时创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-009|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|SCORE-001|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-009-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-006-B01|T-SCORE-001-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-009-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-024,当前注意力状态,round_dynamic,"注意力对象权重0—1；权重和为1；对象数不超过注意力容量；对对象\(i\)，\(A_t(i)=\frac{\exp(Salience_t(i)/\tau)}{\sum_j\exp(Salience_t(j)/\tau)}\)，温度\(\tau\in[0.05,5]\)由[GP-026](#gp-026)配置。只保留权重最高的注意力容量项。",每次事件后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-AUDIT-001-B01|T-AUDIT-002-B01|T-AUDIT-003-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-AUDIT-014-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-010-B01|T-HEUR-017-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-022-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-006-B01|T-RULE-013-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-008-B01|T-STATE-009-B01|T-STATE-010-B01|T-STATE-012-B01|T-TRAIN-006-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-025,当前记忆状态,round_dynamic,"每条记忆强度0—1；记忆条目0—10000；\(M_t(i)=\operatorname{clip}(M_{t-1}(i)e^{-\lambda\Delta t}+\rho\cdot Salience_t(i),0,1)\)，\(\lambda,\rho\in[0,1]\)来自[GP-024](#gp-024)。回忆成功率等于当前记忆强度；隐藏信息不得创建记忆条目。",公开事件后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-AUDIT-001-B01|T-AUDIT-002-B01|T-AUDIT-003-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-AUDIT-014-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-010-B01|T-HEUR-017-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-022-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-006-B01|T-RULE-013-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-008-B01|T-STATE-009-B01|T-STATE-010-B01|T-STATE-012-B01|T-TRAIN-006-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
