path,git_status,classification,source_task,related_units,approval_or_audit_reference,evidence_manifest_reference,sha256,byte_size,include_in_checkpoint,reason,risk,owner_decision_required
.venv-macos/lib/python3.12/site-packages/pygame/examples/arraydemo.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,1b865897c26a3cd9db10997a11ded40817c9bebcfd42d1dab85a05bacf3b581d,3255,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/audiocapture.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,864abb98c292992bdf1c70f9522204478f76f229769749aa75a8642558871ebf,1561,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/blend_fill.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,082409ada79a04b11e6bedbf956694c5595c8cce6bc72e54ca44488d609402ed,3399,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/blit_blends.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,85a9f737d8caf1dcb9ec478f2c9349ef73048df977e32a5a86863ba06c19c2dd,6318,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/camera.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e76d3982dfd6f44a136abb6bb50b57add0fe02408bc7aafc0e405a02f76214ee,3905,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/chimp.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,dae06f7332905bc5c41bcef22657f8081e3a451e1bd5ae623e3322fc2fbe7c06,5912,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/cursors.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0ad0d80b8f6d126db17117edf969716b5cd2558de9a9eba7c749e385c0b25767,7938,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/BGR.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0ef3ab956e4125d6adf789cd57c5c411304b46b496455edbc90b0c3ec03af6ec,244,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/alien1.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f16bdea35ce92d56850ad6084e6fd2a18aa3cbc2fe4c3b9a64e70d6bc3acaacc,3826,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/alien1.jpg,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,1ce8d78e65b839fb2efde9fd58dae4b88a7f0c2c2ea5770507462dfdca95f6b0,3103,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/alien1.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7de9b32ecb15ee81af4f74b6b72be2caaeea3b7d907e1043b4c391dc434108bb,3522,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/alien2.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,d0c3e9558cef8c0102cb4a5ded8445282133cc860328426def4adb8e52db4d93,3834,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/alien2.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,14a1980c8d85041475679e812e7df9ecf35f877f8cdfc8002694902fc0692986,3526,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/alien3.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,6c50911993903da69d08a21cfad96aa148c776c8b923347413ed928e93c4be60,3829,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/alien3.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,6b9d536fd13822fa08086cd00a11eae7544a55024b7f518e0847aa039c987e79,3518,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/arraydemo.bmp,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,c4ce3e9ff85109015995fc307532ba79a0707b271473ceb74e04856d6a7775b0,76854,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/asprite.bmp,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f7b5cca4aabd94ba4cbaff14bde09ff1424403185e0613d48c77cc450064531e,578,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/background.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,fb7919c2df7d3055016c1a3e907bcf65756516b481df85d5350596c5f1dbf7bd,9133,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/black.ppm,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,62ef01c0339e1703a75588dd593328ed3975c5cc766bb277f3364ff8996570c4,6203,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/blue.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,86a6e00f309e533d0d1e30101d851123148ea516e91dfe90785721f2ec7f7401,84,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/blue.mpg,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,5c38f50913edd4c5b1b2909f037a2a6fcdb69e566043b0b2c84b952709609a98,6144,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/bomb.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4d9eb440fd52d9004de903cd4aa0704b957279b640f778aef193145f3120d900,1170,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/boom.wav,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,91fa16b345550c61efd0949ae3a9d76411b2c3bd3e8e97cfabf077d6a340fc5f,12562,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/brick.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,2bf9ac84ad1a2fcd67cce8c0a2b4d7c8fa6cea7f66be87cb78e5855c5a558d80,170,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/car_door.wav,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4f061656a99ee4da955480f53787acf76452284753624c5b371e9d35a98afbfe,3910,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/chimp.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,80563994339f959e5f08c5e92fdfc79a2a4fe3edc02e7febe9c081f724d92819,826,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/city.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,73436eda8ef1ed09af18c0e60c268f9e1bc9f2d3cdba0b8a2a923f67e35f438d,143,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/crimson.pnm,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a3dce2898e28c7f702984a34ef0d3c4907240904d1b6dc6d2e0281134566658f,3124,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/cursor.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,dd10ea22e2935c7f01b3aee7fd9c046ee4b4f5d42d25e291812311e83f60b564,2708,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/danger.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9b408129a9456e4aa5a2180e9abc24c1539fa818515a89dbef19b5a736c3cb64,2761,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/explosion1.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,59871dc1b66a99875a69a3d8162479be46b4027a781789e7365a524b1ff5c6e8,6513,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/fist.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,5f454eb32e9f3f4506a818f2edb6a8057f17017ca9ff5fecdad388b5bb40ec42,86196,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/green.pcx,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b22f564fb7729f79ec5e8877e14056d323822966c2f91cf47ca91cffb4c345b6,320,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/grey.pgm,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b964ed9c11fe16feb4e4eb442734bd7c6e67b3d5da7941ead987800bf71d90a5,4155,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/house_lo.mp3,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4749d9517ca6329fd72cf53c4b5cafb2255e593e8c28bb79463a7e5929d5acb4,116320,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/house_lo.ogg,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,eb8162435663abe70e8fa066c9afefdd98c45a605a199953975f6e74a6b3eac5,31334,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/house_lo.wav,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0750707c568f22c4b169ab21fa281523f604f5241dd410974539d200ab0dba76,78464,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/laplacian.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b9623c74fb2da8c10f56e14f1ad9be82ebb8f13dbe2f7927f7dad603766167e4,253,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/liquid.bmp,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,aadccf5e1ab476bd8e44d08267a818da5a13d93b2ed03c7962f5c1e78f08d578,11734,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/midikeys.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f4708298c1ef96e6d1e86f5ad2332fd42f8029e07361f6f98e3361a25d8c76ac,19666,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/player1.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,dd94d5586c6779d2aab5fdd1f97d6898f0b463c8d448f1a01c10337868675787,3470,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/punch.wav,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,034175c53f1a219e9a348ff931c32a2f281bd447e6748ccf8b8916914e04c107,4176,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/purple.xpm,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,debebfdefeada1bdaacbed61ad0dee8d81e9b856fd510ecbb8db075aaf668f90,1249,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/red.jpg,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9a06930463ff939e4572a2482fb795e2362597cd336991cf1df16d5c038b9c5f,1251,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/sans.ttf,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9eb67a1517ade1dc25bc0ef139179808fd90c3219e6e4d2254969215bb693a13,133088,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/scarlet.webp,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,88b37546b63c2c24949c3af062f582f7dbffa4b1b2d2237cc229c7ed503254bd,82,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/secosmic_lo.wav,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f842059338fb939a84a86d389fb9a7506529d52b32089e27d3c4f33d3eb4d036,18700,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/shot.gif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,6c5d9e63adbdcd0cef0eef3700aa6f79216126ae46e10a4e13df00d2dbdb3c52,129,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/static.png,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,5dee3037cd1ac2dee74cd88b7a6a1235310a9406c6156edd8cd1133fc22578db,1202,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/teal.svg,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9e492c4777e8d0d3f00bdb155d03eb3d1fd0aefa91894075bc2e08f8af37761a,313,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/turquoise.tif,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e0e908cba0833ccbfbeed451ff003d64703aa99cc6de98d9fb59b598d07b6dc2,1186,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/whiff.wav,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,14c58cdd79d8b5c7ba98715740260f8334fec6ef90e032726d97e93e31bc7291,5850,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/data/yellow.tga,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,121c541b748c3ba6db1f1af8c858209caaec0b5998655abe2face702c477cfc2,3116,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/dropevent.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,58cbd06e1ac736e4ac132bf685c16be0ae10f3731b6422adb053697ee1ff4835,2187,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/eventlist.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,68f4dbd01dc30069ee1bbe81cfa97c6a3ebeaf7550df5e28f4b0222449765473,5912,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/font_viewer.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e65f6f607f8fe024c207133b4e4621f4048b85d4937f6341ee7faf36ee5963de,9648,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/fonty.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,aa262e22b69c4ff8f01f91c5c7dfad2dcc1cf2a96000bc262fddda66371442b5,2073,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/freetype_misc.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,15ddd4494131c97b2641658ef48f1fd9330b5c3a2808079b631d743e79e66f19,3659,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/glcube.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,50e361ffd46f2e1086f2a2d0532b38b04db15d8f2e91fdb3b34297aff2111399,16860,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/go_over_there.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,60f95a1dddab77829cec29b9558cd18c752217c7a7834e2b4cefb97040bf849f,2150,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/grid.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f5d1180a206390dc63be4e5a32e919c721ad6925542165d1e0c08de7a244b186,1745,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/headless_no_windows_needed.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,2dff855413441ce379de748f2c54790d71d5b9ae52e4dff82d7de077fc917ffa,1299,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/joystick.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a48c37fc945df51d1ba6ef4b3cc88cb8de772d56658967a1477309e5215c9b3a,5252,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/liquid.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,986027881824a456213723385cca0546d97009b42d779699696088e82db705a9,2544,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/mask.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,85e9ced40fb160366b07acaa6153a75e456bfbc25e65b3570ce0e11a67335205,5725,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/midi.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,890875b4fcb28bbcde8ee6ba5496befbbeda3d6fa2f016fc4e8911b5f6872d1a,31267,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/moveit.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,70b6163d39ea455b9df8b6eaf5b55dd92d56f0a03c7921318d7985a1fdf9c1d2,3330,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/music_drop_fade.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,6f386d0e90e48f2a1de896feacb53a28087728088740b14fd57571ef5edf3edd,9110,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/pixelarray.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,510ceed2d3bb83c10e32840f54ba05454bccbf578f77dc9b906520d4f298a170,3453,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/playmus.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,c4f842e70088c843a3889933f9936d45497d92569d77a9b4654fe397a412124a,5215,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/resizing_new.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f29e92cbcb3be00e3d39779ba319969ca1902553bdf404c4e279bb03f0034f16,1046,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/scaletest.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,22af30f8ae297fddbeda879eedc68d716f4a68e228b00ac3e002faae847eb2f6,4826,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/scrap_clipboard.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,2f6b4ece4052c55ddfde1bdaf1789489b326616de8c443255549a75fdedd5e52,3033,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/scroll.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,da629cefd4001cb58c3bc986e748e6b964d702f65776d56cab08ca545035f116,6642,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/setmodescale.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e8609438bac6a7b2884c8d6aa068f5849a8dc64a2e52a99d7d8817943ec8627b,1801,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/sound.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0b04378522a30ffb079971012df8a675bb75f1c41c5f0939410ee37e73ae492d,1172,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/sound_array_demos.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,3e9e99b07d96467fd3db3e4935276913020b6d3876b7feb4179b6f34bef3b7fb,5756,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/sprite_texture.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,5c26cfd352ffb554b2961ebb92f9cf7db53b8cb5465df0b02f067e1e73dad6b5,2667,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/stars.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7c1e8e929294621d96b48d389ccdf6ffc039403aebc3c5e583f6424e655f97ac,2714,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/testsprite.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,d92463805a254d2596c50ae83e6fc7ced5400f1a0abe0e495dd75ac23be39236,6862,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/textinput.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,bdff3cedff270089ceebaa78ab065b26edf5e88d9b5a65249991e2e7486ef534,7579,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/vgrade.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4590d1aec022d1b4e0e92021f1426a450c7cbe23308e62d2c8adb4742aa5eeeb,3263,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/examples/video.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,bfff353d2f7633169dd4a7a5ac7380386c0bb088c4e3a18833b1f0523f6848fa,4357,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/fastevent.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,34e5465f7780bd01824870ce65927f56e592c9e92a74f3b55abaf632f08441e5,1694,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/fastevent.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,dc5996b2d0ec6914b94cea84c6071e4bc8de6679246214ab60881312a48a914d,249,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/font.cpython-312-darwin.so,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7cc572df42fd4d2e985ff2babd91836b6f36af8430761eacf0f282b39755f096,78352,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/font.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,6034e390bb49502ff1a7835aeaafada250cdd4088593d5938a81adc0d1d614f5,2079,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/freesansbold.ttf,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,bf9251269f11e4b35582a99376096deee3d0c4973a459cbd97b0bebc01f440ad,98600,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/freetype.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,3b22dc8ca9595f2850115d84674c4c639ec7ca9a8603becad7808918cc70e47f,2224,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/freetype.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b2382e254a2f42a463a0a67dc400aae76fb29146365d18abfff528772f143d5a,3512,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/ftfont.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,c09783bf387d5d3dcc8b762eafe254088048084b0e78da5e5f05bef9e0682db8,6153,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/gfxdraw.cpython-312-darwin.so,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4117a5bd6fac84f6c625da745a5cbf964dfb52f4af407c8ee41c62b5a2b89837,132944,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/gfxdraw.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,19b1d052ea8e7490317bab507e9d447e12f7f8feaf065b5b6b268c05e163b156,2500,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/image.cpython-312-darwin.so,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,31ad8c922084f1ea000d90558db8ee88fad131b024af698111d2cadb72caf760,90896,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/image.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e5b09308e4c9e5ace678857cdac7adb4ac11e1a29f380fe407fd664a2053a92b,1705,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/imageext.cpython-312-darwin.so,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,3c08d816005d4c7bca80f100366c8099be3e15bd0ea41acadd19beeb6eb67f5f,73600,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/joystick.cpython-312-darwin.so,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4748034679b71936ea2b46718eadadef42733cfdc9eeacbe88a2e9e0599e3182,76160,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/joystick.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,2ebd03884b898dbbb21847357c23e4cd53183eefea3c6524cbfc7e9392a290f4,1348,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/key.cpython-312-darwin.so,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,668b3ee5bb046eed9398346bbb8293bd330d7ccb8a66d318af53ec1f61bb8d9a,74064,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/key.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,ec48b8499dedb9631bf5702d4599b6970f52779043c23cccdd04b5f9646b7016,562,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/locals.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,20edbf0fe777679152b4fe900e38b237f5b440fab48bf847b82416871745452b,1195,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/pygame/locals.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7cb5954adadac9325032beebe73e39cb01cc20e804608a8b6099328c8714b068,9925,false,Virtual environment/cache/local binary,HIGH,false
